,bounding_box,date,inferred,keywords,lang,lat,lng
5930,"['44.9964268', '44.9965268', '-93.2802092', '-93.2801092']",2015-05-01 23:56:16,True,boys back town daniel nardicio thirsty girl present boylesque world,en,44.9964768,-93.2801592
5931,"['29.8288021', '42.1543112', '-31.5575303', '-6.1891593']",2015-06-01 13:48:10,True,boylesque workshop june lisbon,en,40.033265,-7.8896263
5932,"['29.8288021', '42.1543112', '-31.5575303', '-6.1891593']",2015-01-09 02:06:42,False,january presents boylesque dallas male burlesque show,en,40.033265,-7.8896263
5933,"['43.4124423', '43.4132642', '-79.7033121', '-79.7024164']",2015-05-07 15:02:08,True,proud jack n thacox performing new york city boylesque festival,en,43.4129206,-79.7028276
5934,"['48.0483537', '48.3683537', '16.2125042', '16.5325042']",2015-05-14 11:42:01,True,bin total stolz drauf heute beim boylesque festival vienna den offiziellen fotograf machen zu rfen letztes,de,48.2083537,16.3725042
5935,"['52.1527885', '52.2327885', '-1.7463668', '-1.6663668']",2019-02-15 08:00:09,True,valentine variety extravaganza taking place tonight bursting talent uk cabaret scene singing burlesque hula hoops acrobatics aerial boylesque balloons grab ticket,en,52.1927885,-1.7063668
5936,"['29.5370705', '30.1103506', '-95.9097419', '-95.0120525']",2017-12-15 02:29:34,True,badass badass boylesque performer,en,29.7589382,-95.3676974
5937,"['32.586565', '32.817121', '-97.233818', '-97.037008']",2017-12-25 03:39:11,True,liked video boylesque show october,en,32.701939,-97.105624826688
5938,"['55.839126', '55.879126', '-4.2663157', '-4.2263157']",2017-11-28 19:05:37,True,boylesque superstar returns another night filled debauch showtunes filth tonight free cocktails bucks,en,55.859126,-4.2463157
5939,"['52.3570365', '52.6770365', '13.2288599', '13.5488599']",2019-03-27 09:00:19,True,comedy musik boylesque akrobatik und einige sexy berraschungen mit den berlin bruisers im schwuz es wird g lisch,de,52.5170365,13.3888599
5940,"['42.2279112', '42.3969775', '-71.1912491', '-70.8044881']",2018-04-18 12:36:00,True,encore bgmc signature fundraiser style bash mark anniversary music dir reuben reynolds piece band boylesque performers izohnny jet adore buffet silent auction exquisite hostess jujubee,en,42.3602534,-71.0582912
5941,"['38.5323215', '38.7743396', '-90.3206525', '-90.1662923']",2018-02-23 02:42:37,True,wanna boylesque wanna strip lmao,en,38.6268039,-90.1994097
5942,"['47.4810022', '47.7341357', '-122.459696', '-122.224433']",2015-03-25 00:31:54,True,come see miss indigo blue academy burlesque boylesque graduation recital saturday tickets,en,47.6038321,-122.3300624
5943,"['51.3473219', '51.6673219', '-0.2876474', '0.0323526']",2017-08-16 20:59:07,True,haha said got meets boylesque,en,51.5073219,-0.1276474
5944,"['40.226398', '40.241081', '-84.424049', '-84.388102']",2016-06-13 19:39:40,True,boylesque festival vienna wurst esc winner youtube wow looks cute green dress,en,40.2344927,-84.409394
5945,"['52.3570365', '52.6770365', '13.2288599', '13.5488599']",2016-04-02 17:45:08,True,interview jacques patriaque boylesque artist founder vienna boylesque festival part one,en,52.5170365,13.3888599
5946,"['11.777', '53.744389', '-70.2695876', '7.2274985']",2015-11-05 01:30:02,True,amsterdam burlesque award boylesque,en,52.5001698,5.7480821
5947,"['33.7036216', '34.337306', '-118.6681776', '-118.1552947']",2015-08-24 20:04:36,True,evening music dance film butchy boylesque cabaret escape music past present,en,34.0536909,-118.2427666
5948,"['32.613216', '33.0239366', '-97.000482', '-96.4636317']",2016-05-19 20:55:58,True,boylesque june mr deadpool make reservation see guy candy,en,32.7762719,-96.7968559
5949,"['32.613216', '33.0239366', '-97.000482', '-96.4636317']",2016-02-21 21:48:50,True,heard boylesque dallas never saw perform,en,32.7762719,-96.7968559
5950,"['40.477399', '40.9161785', '-74.25909', '-73.7001809']",2017-05-17 03:29:38,True,see christopher gagliardi hot snaps performers nyc boylesque festival,en,40.7127281,-74.0060152
5951,"['29.8654809', '30.1994687', '-90.14003', '-89.6251763']",2019-02-18 16:10:08,True,even dressed serial killer clown prince striptease makes us swoon body pam noter boylesque dancer musical theater actor drag queen follow expecta patrone wild adventures ig,en,29.9499323,-90.0701156
5952,"['43.493963', '43.813963', '-79.547207', '-79.227207']",2017-03-28 04:22:59,True,one favourite boylesque dancer performing,en,43.653963,-79.387207
5953,"['40.477399', '40.9161785', '-74.25909', '-73.7001809']",2016-11-03 16:40:26,True,funny day conversation historic boylesque newest youtube video,en,40.7127281,-74.0060152
5954,"['40.8935631', '40.8936631', '-74.2607474', '-74.2606474']",2015-02-14 03:40:03,True,happy valentine day lovers love photo christopher joseph courtesy homo erectus boylesque nyc,en,40.8936131,-74.2606974
5955,"['55.7933456', '56.1133456', '-3.3483749', '-3.0283749']",2015-02-12 21:38:13,True,also think image bloody twenties hanging crotch boylesque,en,55.9533456,-3.1883749
5956,"['55.7933456', '56.1133456', '-3.3483749', '-3.0283749']",2015-02-11 20:00:13,False,posted photos facebook album boylesque,en,55.9533456,-3.1883749
5957,"['44.89015', '45.05125', '-93.329163', '-93.1938584']",2015-02-09 16:18:22,True,next ep art burlesque raven boylesque jeez louise week episode,en,44.9706705,-93.268217735811
5958,"['47.4810022', '47.7341357', '-122.459696', '-122.224433']",2015-01-20 21:24:04,True,photo hetasdames boylesque awesome inspiring,en,47.6038321,-122.3300624
5959,"['47.4810022', '47.7341357', '-122.459696', '-122.224433']",2014-12-06 15:32:09,False,esperando el fragmento de boylesque estreno el lunes en la balsa fragueiro esq la rioja,es,47.6038321,-122.3300624
5960,"['43.0189612', '43.3750241', '-79.0756475', '-78.4603816']",2015-11-05 04:24:11,True,little boylesque,en,43.2042439,-78.7676017
5961,,2015-09-28 12:14:45,True,girl king boylesque,en,,
5962,"['39.6143154', '39.9142087', '-105.1098845', '-104.5996889']",2014-12-15 00:08:42,True,thrilled announce next headliner king boylesque mr exotic world russell,en,39.7348381,-104.9653271
5963,"['49.674', '61.061', '-14.015517', '2.0919117']",2016-07-13 20:44:29,True,glasgow glitter grind glasgow thriving burlesque scene meet boylesque star tom harlow,en,54.7023545,-3.2765753
5964,"['50.6976766', '50.7776766', '-4.040319', '-3.960319']",2015-03-22 18:38:30,True,discovered theres something called boylesque sheltered life lead,en,50.7376766,-4.000319
5965,"['50.6976766', '50.7776766', '-4.040319', '-3.960319']",2015-05-07 23:06:46,False,stonewallnyc getting ready wild night burlesque boylesque drag queens,en,40.7337037,-74.00221171
5966,"['41.644531', '42.0230396', '-87.940101', '-87.5240812']",2015-04-28 14:14:07,True,kicking seat shakes gets stirred thunderballs james bond boylesque,en,41.8755616,-87.6244212
5967,"['40.477399', '40.9161785', '-74.25909', '-73.7001809']",2018-11-14 17:16:46,True,weekend guys world perform new york boylesque festival,en,40.7127281,-74.0060152
5968,"['32.613216', '33.0239366', '-97.000482', '-96.4636317']",2016-08-01 20:33:49,True,gif gt mov chris harder performs winston lucky ruby revue present boylesque,en,32.7762719,-96.7968559
5969,,2016-05-22 01:34:59,True,never saw boylesque,en,,
5970,"['40.477399', '40.9161785', '-74.25909', '-73.7001809']",2015-05-08 15:38:07,True,today dances vice boylesque,en,40.7127281,-74.0060152
5971,,2016-04-16 19:51:27,True,bout another round applause last night fantastic royal boylesque revue,en,,
5972,"['-37.85067', '-37.77545', '144.89709', '144.9913426']",2019-04-18 01:31:50,True,boylesque,en,-37.8142176,144.9631608
5973,,2019-03-02 01:07:37,True,boylesque show twitter,ja,,
5974,"['47.4612442', '47.5012442', '0.0935619', '0.1335619']",2017-09-07 04:36:18,True,could show picture boylesque probably ask consent show pictures butts first,en,47.4812442,0.1135619
5975,"['36.997968', '42.0015016', '-114.0528823', '-109.0415767']",2017-04-17 17:08:40,True,yes one waiting boylesque wham bam thank man,en,39.4225192,-111.7143584
5976,"['47.4810022', '47.7341357', '-122.459696', '-122.224433']",2015-03-31 21:11:07,True,welcome boylesque strangeways report,en,47.6038321,-122.3300624
5977,"['36.129554', '36.380491', '-115.414628', '-115.062066']",2015-05-13 13:37:32,True,boylesque wedensdays india ferrah performs happy hour liquor draft beer free,en,36.1662859,-115.149225
5978,"['39.6083331', '39.9283331', '-86.3183502', '-85.9983502']",2015-04-25 16:45:58,True,rainy day love angels photo miss honey b bourbon boylesque frank espich,en,39.7683331,-86.1583502
5979,"['41.644531', '42.0230396', '-87.940101', '-87.5240812']",2015-01-14 21:36:59,True,ahem ladies hired expert world class redwood boylesque perform kkc friday bryce,en,41.8755616,-87.6244212
5980,,2014-12-08 10:43:28,True,se estrena boylesque,pt,,
5981,"['43.493963', '43.813963', '-79.547207', '-79.227207']",2014-10-20 22:15:10,True,boylesque class progressing well excited see lads go graduation,en,43.653963,-79.387207
5982,"['49.674', '61.061', '-14.015517', '2.0919117']",2015-03-02 18:45:12,True,hope great weekend mine great filled friends burlesque boylesque magic,en,54.7023545,-3.2765753
5983,,2016-05-03 10:32:19,True,tambi n hay boylesque,es,,
5984,,2015-11-23 12:47:46,False,warschauer notizen polens einzige boylesque show,de,,
5985,"['47.4810022', '47.7341357', '-122.459696', '-122.224433']",2015-06-09 20:22:44,True,boys meet local talent boylesque,en,47.6038321,-122.3300624
5986,"['48.0483537', '48.3683537', '16.2125042', '16.5325042']",2017-03-11 15:01:30,True,family members powered gayparship welcome burning loins boylesque usa performing day,en,48.2083537,16.3725042
5987,"['32.7969287', '34.8232693', '-118.9517221', '-117.6462406']",2016-03-12 07:59:50,True,live dirty secretd boylesque long beach ca,en,34.3155072,-118.2096814
5988,"['40.477399', '40.9161785', '-74.25909', '-73.7001809']",2019-03-15 01:35:00,True,last week first members boylesque show opened sold come see disrty sexy naked boys play get tix next show,en,40.7127281,-74.0060152
5989,"['44.8512526', '45.0166461', '-123.1225903', '-122.9350617']",2018-12-13 17:09:00,True,portland boylesque scene brings masculine energy burlesque,en,44.9391565,-123.033121
5990,"['36.992426', '41.0034002', '-109.0601879', '-102.041585']",2016-04-11 15:39:28,True,boylesque bones enjoying thin man tavern denver,en,38.7251776,-105.6077167
5991,,2016-03-16 16:47:31,True,immensely talented cartoon boylesque,en,,
5992,"['40.7360026', '40.7539731', '-74.0122372', '-73.9881241']",2018-09-25 15:01:22,True,feast eyes body parts bold hypnotic ferdinand boylesque bullfight buoyed candlelit beauty enticing new brooklyn theater reports must see,en,40.7464906,-74.0015283
5993,"['32.5347839', '33.114249', '-117.3098053', '-116.9057226']",2019-06-25 06:24:13,True,werq diamond dogs boylesque san diego,en,32.7174209,-117.1627714
5994,"['47.4810022', '47.7341357', '-122.459696', '-122.224433']",2018-03-29 19:45:14,True,going seattle boylesque festival sexiest boylesque heating stage april triple door seattle late saturday night show also benefit burlycon win win get tickets,en,47.6038321,-122.3300624
5995,"['47.4810022', '47.7341357', '-122.459696', '-122.224433']",2018-01-13 10:57:27,False,night showtunes boylesque one minute experimental electro party vibes next,en,-33.88579772,151.17486697
5996,"['43.493963', '43.813963', '-79.547207', '-79.227207']",2019-07-10 12:09:37,True,worst boylesque troupe ever,en,43.653963,-79.387207
5997,"['43.4994288', '49.3844901', '-97.2392619', '-89.483385']",2019-01-23 04:56:02,True,seen boylesque performer routine depeche mode master servant leather vest gold body pam imagining dgjhfdh,en,45.9896587,-94.6113288
5998,,2019-01-11 07:38:57,True,lovely boylesque,en,,
5999,"['55.839126', '55.879126', '-4.2663157', '-4.2263157']",2017-12-07 16:09:06,True,prepare another night filled showtunes filth boylesque superstar tom harlow evening free entry cocktails bucks,en,55.859126,-4.2463157
6000,"['55.839126', '55.879126', '-4.2663157', '-4.2263157']",2019-05-27 18:22:23,False,rupaul drag con la day complete lexigags aliceedgeley chanel hunter boylesque bondstreetdental rupaul dragcon los angeles,en,34.04017695,-118.26978163
6001,"['46.3722761', '49.0205305', '9.5307487', '17.160776']",2019-05-21 10:46:05,True,wurst live vienna boylesque festival tickets special offer choose option sonderaktion friends use code vbf xfriends,en,47.2000338,13.199959
6002,"['44.89015', '45.05125', '-93.329163', '-93.1938584']",2019-05-10 19:40:45,True,glam boylesque exposed underwear party ladies lafemme karaoke nights hottest party town tonight kick weekend us,en,44.9706705,-93.268217735811
6003,"['49.980804', '49.981045', '11.6118041', '11.6118439']",2019-03-07 15:00:02,True,big boylesque burlesque n rnberg,de,49.9808776,11.6118273
6004,,2019-05-08 13:59:11,True,hey guys cannot wait boylesque friday night bingo seeing come see compete candybar live ann arbor,en,,
6005,"['41.1888589', '42.8867783', '-73.508142', '-69.8601042']",2019-04-28 13:26:59,True,seattle sexy boylesque scene needs seen believed,en,42.3788774,-72.032366
6006,"['41.1888589', '42.8867783', '-73.508142', '-69.8601042']",2019-03-12 21:18:22,False,tomorrow night performing dubarryshow march sydney special dubarry boylesque show,en,-33.88477,151.213
6007,"['45.4100756', '45.7047897', '-73.9741567', '-73.4742952']",2019-02-01 00:20:37,True,going boylesque show,en,45.4972159,-73.6103642
6008,"['41.6765556', '83.3362128', '-141.00275', '-52.3231981']",2019-07-30 21:35:34,True,look james giant pasty local amazing runs boylesque find lots good boyos,en,61.0666922,-107.9917071
6009,"['43.45656', '43.77656', '-116.360835', '-116.040835']",2018-07-11 20:36:28,True,muff muff jones elder got big plans marathong act want sure see taking act ny boylesque festival,en,43.61656,-116.200835
6010,,2019-04-25 18:05:14,True,seattle sexy boylesque scene needs seen believed,en,,
6011,"['40.477399', '40.9161785', '-74.25909', '-73.7001809']",2019-05-02 01:16:57,True,homo erectus boylesque drag next saturday,en,40.7127281,-74.0060152
6012,,2017-01-27 05:32:32,True,mvukimbuki pop n sad dead bitch holy goddess boylesque clown ritual heyokah,en,,
6013,"['29.8288021', '42.1543112', '-31.5575303', '-6.1891593']",2015-06-08 16:17:23,True,workshop inicia ao boylesque,pt,40.033265,-7.8896263
6014,"['44.8872811', '44.992016', '-93.207787', '-93.00432']",2015-08-07 16:32:14,True,need able manga boylesque,en,44.9504037,-93.1015026
6015,"['43.493963', '43.813963', '-79.547207', '-79.227207']",2015-04-24 00:05:25,True,contest rt win tickets boylesque lee palace rare chance laugh ass,en,43.653963,-79.387207
6016,"['40.477399', '40.9161785', '-74.25909', '-73.7001809']",2019-04-28 23:50:00,True,members brings boylesque,en,40.7127281,-74.0060152
6017,"['40.477399', '40.9161785', '-74.25909', '-73.7001809']",2018-07-02 05:57:21,False,looks tonight going janelle monae one boylesque members burning loins paramount denver,en,39.74448561,-104.99019141
6018,"['40.6839411', '40.8804489', '-74.0472219', '-73.9061585']",2017-05-12 17:26:17,True,chesties custom boylesque mens pasties choose color,en,40.7896239,-73.9598939
6019,,2015-11-07 10:06:13,True,jacques patriaque proudly presents annual vienna boylesque festival habe ehre,en,,
6020,"['-37.85067', '-37.77545', '144.89709', '144.9913426']",2015-02-06 15:51:33,True,cider rickshaw late night burlesque boylesque show yup time,en,-37.8142176,144.9631608
6021,"['52.0978507', '52.3681531', '20.8516882', '21.2711512']",2014-12-08 10:19:54,True,jeszcze gor cy materia z boylesque show dzie dobry tvn,pl,52.2337172,21.0714111288323
6022,,2017-05-01 14:31:52,True,visualidade e erotismo sete de ouros figura boylesque artista,pt,,
6023,"['47.4810022', '47.7341357', '-122.459696', '-122.224433']",2018-04-15 03:11:52,True,seattle boylesque festival incredible far super excited see second half x,en,47.6038321,-122.3300624
6024,"['55.9359388', '55.9459388', '-3.3251335', '-3.3151335']",2014-12-20 12:23:05,True,briefs second coming amazing aerial hoop trapeze flawless boylesque never done better,en,55.9409388,-3.3201335
6025,"['-37.8762923', '-37.85219', '144.96968', '144.99328']",2014-11-16 04:50:10,True,boylesque friday ft brand new number four shows dynamic duo boylesque,en,-37.8638261,144.981637
6026,"['-26.365', '-26.045', '27.889722', '28.209722']",2014-10-16 09:10:58,True,boylesque festival cabaret feat,en,-26.205,28.049722
6027,"['52.1527885', '52.2327885', '-1.7463668', '-1.6663668']",2018-09-20 20:54:51,True,scream revenge coming burlesque boylesque magic comedy singing pole dance much tickets sale forget check,en,52.1927885,-1.7063668
6028,"['40.477399', '40.9161785', '-74.25909', '-73.7001809']",2019-02-18 17:30:45,True,velvetina custom ingrid minimal burlesque boylesque mesh,en,40.7127281,-74.0060152
6029,"['40.477399', '40.9161785', '-74.25909', '-73.7001809']",2016-06-18 21:48:50,False,galazio boylesque,en,40.7127281,-74.0060152
6030,"['51.8448338', '51.8449338', '5.8641098', '5.8642098']",2018-07-26 00:00:05,True,mr boylesque sponsor shimmery costumes official launch party tonight melbourne free entry please make sure let know attending signing facebook event,en,51.8448838,5.8641598
6031,"['-27.6289682', '-27.3089682', '152.8634991', '153.1834991']",2018-03-08 07:05:00,True,year melt festival brisbane powerhouse features host talented acts paul capsis boylesque show beauty pageant,en,-27.4689682,153.0234991
6032,"['55.839126', '55.879126', '-4.2663157', '-4.2263157']",2017-12-07 19:20:37,True,boylesque superstar returns another night filled debauch showtunes filth tonight free cocktails bucks,en,55.859126,-4.2463157
6033,"['40.6685578', '40.6686578', '-73.9797153', '-73.9796153']",2017-11-02 16:08:57,True,weekend thirsty girl daniel nardicio present annual boylesque,en,40.6686078,-73.9796653
6034,"['32.5347839', '33.114249', '-117.3098053', '-116.9057226']",2017-01-11 02:48:45,True,diamonds girls best friend catch diamond dogs boylesque show thursday boys boys types boys,en,32.7174209,-117.1627714
6035,"['43.493963', '43.813963', '-79.547207', '-79.227207']",2015-06-14 13:29:48,True,bachelorettes girlfriends keep party going boylesque drinks spa sex,en,43.653963,-79.387207
6036,"['43.493963', '43.813963', '-79.547207', '-79.227207']",2015-03-14 23:06:55,True,bad boys history tonight boylesque draglesque variety brains,en,43.653963,-79.387207
6037,"['-27.6289682', '-27.3089682', '152.8634991', '153.1834991']",2015-09-28 15:30:34,True,girl king boylesque,en,-27.4689682,153.0234991
6038,"['-27.6289682', '-27.3089682', '152.8634991', '153.1834991']",2015-10-24 02:51:17,False,watched boylesque show hit every single one kinks,en,-27.4689682,153.0234991
6039,"['36.129554', '36.380491', '-115.414628', '-115.062066']",2014-11-19 17:59:02,True,boylesque hosted india ferrah piranha nightclub well drinks free entry everyone,en,36.1662859,-115.149225
6040,"['51.3473219', '51.6673219', '-0.2876474', '0.0323526']",2015-09-16 15:50:05,True,british heart aka chris davey finishes great performance lecture defending phd boylesque,en,51.5073219,-0.1276474
6041,"['39.867005', '40.1379593', '-75.2802977', '-74.9558314']",2018-09-14 02:05:16,True,went first burlesque class like ok doll draglesque start boylesque care,en,39.9527237,-75.1635262
6042,"['39.867005', '40.1379593', '-75.2802977', '-74.9558314']",2017-11-04 20:14:09,False,feel honored get sing new york boylesque festival tonight,en,40.74294,-74.00569
6043,"['-23.0827051', '-22.7460878', '-43.796252', '-43.0990811']",2017-11-03 19:04:30,True,em sp ent vaaaaaai curso bafo com um dos maioes agitadoes de performance brasil nosso boylesque,pt,-22.9110137,-43.2093727
6044,"['40.477399', '40.9161785', '-74.25909', '-73.7001809']",2015-04-08 17:33:27,True,annual ny boylesque festival run,en,40.7127281,-74.0060152
6045,"['50.7989904', '50.8389904', '-4.346019', '-4.306019']",2015-04-02 23:02:30,True,great lakes den dd thunderballs james bond boylesque gtb,en,50.8189904,-4.326019
6046,"['40.5700235', '40.7394026', '-74.0419691', '-73.8556336']",2016-06-02 21:13:07,True,riis park beach bazaar boylesque fest simian mobile disco zombie crawl glamdammit pink floyd laser show,en,40.6501038,-73.9495823
6047,"['29.5370705', '30.1103506', '-95.9097419', '-95.0120525']",2018-07-13 16:56:52,True,outreach united boylesque show showtunes sing long sunday guava l get tickets advance outreach united look forward enjoying showtunes awesome boylesque show see,en,29.7589382,-95.3676974
6048,"['45.261106', '45.581106', '-75.850308', '-75.530308']",2019-01-11 11:38:24,True,woke best dream ever helping produce backstreet boys comeback boylesque show featured angel one outfits nick offerman rapping,en,45.421106,-75.690308
6049,"['51.3473219', '51.6673219', '-0.2876474', '0.0323526']",2017-01-01 13:27:46,True,partied way come see magic unicorn bubbles world famous magic comedy boylesque,en,51.5073219,-0.1276474
6050,"['51.3473219', '51.6673219', '-0.2876474', '0.0323526']",2016-05-16 18:41:48,True,long legendary boylesque night six years strong,en,51.5073219,-0.1276474
6051,"['39.6143154', '39.9142087', '-105.1098845', '-104.5996889']",2014-12-15 00:09:12,True,thrilled announce next headliner king boylesque mr exotic world russell bruner,en,39.7392364,-104.9848623
6052,"['-33.9199488', '-33.9198488', '18.4205027', '18.4206027']",2015-12-22 11:17:09,True,hurry tickets left late night xxxmas boylesque show,en,-33.9198988,18.4205527
6053,"['40.6999263', '40.8533905', '-112.1013916', '-111.7404843']",2014-12-07 20:20:53,True,ana estrena el unipersonal boylesque,es,40.7670126,-111.8904308
6054,"['47.4810022', '47.7341357', '-122.459696', '-122.224433']",2016-04-30 08:35:29,True,thing better boylesque festival tonight nd half outfit dripping rhinestones gorgeous,en,47.6038321,-122.3300624
6055,"['51.3473219', '51.6673219', '-0.2876474', '0.0323526']",2015-08-07 09:16:06,True,thoroughly enjoyed boylesque show yesterday fun hearted fam hearted,en,51.5073219,-0.1276474
6056,"['40.6839411', '40.8804489', '-74.0472219', '-73.9061585']",2019-05-18 00:49:15,True,best line hear backstage boylesque show tonight shit boss damn called sick today,en,40.7896239,-73.9598939
6057,"['33.9666583', '34.05056', '-118.5534678', '-118.443426']",2018-09-21 21:07:31,True,tomorrow morning getting breakfast sausage boylesque show seating show noon,en,34.0250724,-118.4965129
6058,"['33.9666583', '34.05056', '-118.5534678', '-118.443426']",2018-08-20 23:52:00,False,wednesday gentlemansclubto cherrycolastoronto brand new night boylesque humpday bump n grind first one llyw nder legend dante,en,43.6477999,-79.40447
6059,"['47.4810022', '47.7341357', '-122.459696', '-122.224433']",2018-01-18 02:05:09,True,last chance boylesque year offer starts open bodies interested boylesque space limited register today,en,47.6038321,-122.3300624
6060,"['-34.088992', '-33.768992', '18.257396', '18.577396']",2018-01-23 08:55:49,True,check boylesque performance style male version age old style burlesque celebr,en,-33.928992,18.417396
6061,"['48.0483537', '48.3683537', '16.2125042', '16.5325042']",2018-01-28 21:27:14,True,st headliner announcement jacques patriaque proudly presents vienna boylesque festival powered vienna burning house fauxreal,en,48.2083537,16.3725042
6062,"['48.0483537', '48.3683537', '16.2125042', '16.5325042']",2016-06-15 20:25:46,False,favorited video harden reddy king boylesque,en,37.771007,-122.412694
6063,"['48.0483537', '48.3683537', '16.2125042', '16.5325042']",2015-05-16 05:11:54,False,let us observed boylesque cabaret festival vienna austria,en,37.771007,-122.412694
6064,"['22.2821306', '22.2827687', '114.1575605', '114.1581678']",2016-06-02 16:10:35,True,boylesque boys find weekend want interview piece writing,en,22.2823025,114.157860633904
6065,"['-34.1732416', '-33.3641481', '150.260825', '151.3427428']",2016-08-20 13:44:56,True,big congratulations winners tonight mr boylesque,en,-33.8548157,151.2164539
6066,"['-34.1732416', '-33.3641481', '150.260825', '151.3427428']",2015-04-01 19:42:02,False,boylesque show gonzalo de laverga caffe atlantico,en,44.50687729,11.30647388
6067,"['44.5629531', '44.7424432', '10.7829773', '11.0122721']",2015-01-31 18:44:04,True,venerdi febbraio casino burlesque boylesque anteprima nazionale al bianconiglio,it,44.6458885,10.9255707
6068,"['44.5629531', '44.7424432', '10.7829773', '11.0122721']",2015-01-29 20:34:58,False,boylesque trademark appeal terminate boylesque trademark via,en,44.6458885,10.9255707
6069,"['44.5629531', '44.7424432', '10.7829773', '11.0122721']",2014-12-26 09:23:29,False,boxing day boylesque tonight gh see soon,en,44.6458885,10.9255707
6070,,2014-11-06 18:53:06,True,unique ce dimanche novembre h la com die des suds spectacle de music hall boylesque resa,ca,,
6071,"['28.7513439', '28.7578697', '-105.9858843', '-105.982327']",2016-06-11 00:10:41,True,boylesque fest,en,28.754716,-105.984039
6072,"['43.670273', '43.670373', '-79.3905195', '-79.3904195']",2016-05-13 05:30:38,True,today toronto magician land talk galleria mall boylesque spelling bae shintaro kago,en,43.670323,-79.3904695
6073,"['52.0978507', '52.3681531', '20.8516882', '21.2711512']",2014-11-14 10:37:47,True,pi tek jest naszym dniem na dziennik teatralny recenzja mai margasi skiej z premiery boylesque show wyl dowa,pl,52.2337172,21.0714111288323
6074,"['40.0587353', '40.0589433', '-83.1286555', '-83.1276093']",2016-09-16 23:00:47,True,spotlight join us tuesday september grand premiere new show bourbon boylesque,en,40.0587916,-83.1283309
6075,"['34.8020069', '34.8161189', '73.2386156', '73.2514902']",2016-09-01 07:42:33,True,boylesque show von im volkstheater,en,34.80833205,73.2451645625011
6076,"['47.4810022', '47.7341357', '-122.459696', '-122.224433']",2017-10-19 05:55:01,True,next october usual darkness levity stupidity boylesque,en,47.6038321,-122.3300624
6077,,2017-10-17 17:19:31,True,episode boylesque created truly meet lovely rify royalty,en,,
6078,"['41.580266', '41.7328519', '-83.694237', '-83.4546108']",2015-05-22 10:07:29,True,whose coming drag queen bingo presented boylesque tomorrow saturday hershae chocolatae,en,41.6786754,-83.5127283
6079,"['32.613216', '33.0239366', '-97.000482', '-96.4636317']",2016-07-31 06:06:46,True,way find boylesque around city,en,32.7762719,-96.7968559
6080,"['40.3119774', '40.6437293', '-3.8889539', '-3.5179163']",2015-04-10 12:17:53,True,entrenando tope se acerca el boylesque festival vienna haber si se va creer edurne que es,es,40.4167047,-3.7035825
6081,"['55.839126', '55.879126', '-4.2663157', '-4.2263157']",2019-06-20 18:15:10,True,tonight riding room welcome world famous man boylesque join tom harlow provides showtunes filth handle free delicious nutritious cocktails available bar,en,55.859126,-4.2463157
6082,,2017-09-30 12:44:24,True,una doccia con boylesque sensation bazuka joe il e ottobre lo spettacolo di stars del burlesque,it,,
6083,"['43.493963', '43.813963', '-79.547207', '-79.227207']",2017-02-23 18:05:20,True,boys lads bois gentlemen le rawr time learn boylesque session starts friday,en,43.653963,-79.387207
6084,"['47.4810022', '47.7341357', '-122.459696', '-122.224433']",2016-04-28 23:53:34,True,beyond thrilled seattle boylesque festival magic happening tonight tomorrow miss,en,47.6038321,-122.3300624
6085,"['40.477399', '40.9161785', '-74.25909', '-73.7001809']",2016-07-07 00:11:07,True,also going produce shows newark jersey city freestyle battles burlesque boylesque spoken,en,40.7127281,-74.0060152
6086,,2016-05-02 01:28:34,True,thursday revival boylesque going watch strip,en,,
6087,"['45.5304763', '45.6048321', '12.1821106', '12.343582']",2016-03-22 11:06:18,True,la ballerina parlante la nascita del top trash le boylesque,ca,45.5618351,12.2361094
6088,"['33.7036216', '34.337306', '-118.6681776', '-118.1552947']",2015-01-24 18:29:33,True,tonight tonight tonight headphone hollywood boylesque cabaret returns fantastic fubar p doors cov,en,34.0536909,-118.2427666
6089,"['41.6556417', '42.1410285', '12.2344669', '12.8557603']",2016-04-16 15:19:35,True,il boylesque roma intervista ad un performer via,it,41.894802,12.4853384
6090,"['34.07639', '34.098071', '-118.3958762', '-118.343381']",2014-10-24 17:14:52,True,evening music dance film butchy boylesque cabaret hosted jasten king escape music past,en,34.0923014,-118.3692894
6091,"['53.345329', '53.3459439', '-6.2676717', '-6.2634732']",2015-12-22 18:13:50,True,totally want bit boylesque bit juuuuust fine,en,53.3457055,-6.2651043
6092,"['33.7036216', '34.337306', '-118.6681776', '-118.1552947']",2018-09-02 20:24:06,True,come secret circus p burlesque boylesque drag comedy magic hoops pole dance music donations trevor project full line,en,34.0536909,-118.2427666
6093,"['53.3372558', '53.7162646', '-113.7138411', '-113.2714783']",2019-03-01 01:17:57,True,boylesque name foxy mulder,en,53.535411,-113.507996
6094,"['52.3570365', '52.6770365', '13.2288599', '13.5488599']",2016-04-29 16:27:41,True,raven boylesque sexy horrific dammit need,en,52.5170365,13.3888599
6095,"['32.5347839', '33.114249', '-117.3098053', '-116.9057226']",2018-12-01 01:44:56,True,want know boylesque answer got travis ti marvin garcia ziggy zig barbie z diamond dogs boylesque,en,32.7174209,-117.1627714
